order_id,customer_id,order_date,channel,store_city,product_id,product_name,category,product_type,quantity,unit_price,line_total,discount_pct
ORD-10031,C0485,2023-01-12,in-store,Portland,P035,Rattan Pendant Light,Lighting,product,1,119.99,119.99,0
ORD-10031,C0485,2023-01-12,in-store,Portland,S009,Gift Registry Planning,Services,service,1,99.00,99.00,0
ORD-10032,C0640,2023-01-18,online,,P017,Weighted Blanket 15lb,Bedding & Bath,product,3,89.99,269.97,0
ORD-10032,C0640,2023-01-18,online,,P019,Turkish Cotton Bath Towel Set (4),Bedding & Bath,product,1,79.99,79.99,0
ORD-10032,C0640,2023-01-18,online,,P032,Standing Desk Converter,Furniture,product,1,199.99,199.99,0
ORD-10032,C0640,2023-01-18,online,,P017,Weighted Blanket 15lb,Bedding & Bath,product,1,89.99,89.99,0
ORD-10032,C0640,2023-01-18,online,,P012,Stand Mixer,Kitchen & Dining,product,2,349.99,699.98,0
ORD-10034,C1612,2023-01-21,in-store,Denver,P001,"Cast Iron Skillet 12""",Kitchen & Dining,product,1,49.99,49.99,0
ORD-10035,C1240,2023-01-15,in-store,Los Angeles,P047,Jute Runner 2x8,Decor,product,1,79.99,71.99,10
ORD-10036,C0830,2023-01-12,in-store,Austin,P006,Crystal Wine Glass Set (4),Kitchen & Dining,product,2,64.99,129.98,0
ORD-10037,C0686,2023-01-15,online,,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,2,34.99,69.98,0
ORD-10037,C0686,2023-01-15,online,,P009,Chef Knife Set (3pc),Kitchen & Dining,product,1,129.99,129.99,0
ORD-10037,C0686,2023-01-15,online,,P003,Non-Stick Frying Pan,Kitchen & Dining,product,1,34.99,34.99,0
ORD-10038,C1241,2023-01-23,in-store,Chicago,P044,Ceramic Vase Collection (3),Decor,product,2,59.99,101.98,15
ORD-10038,C1241,2023-01-23,in-store,Chicago,P042,Gallery Frame Set (5),Decor,product,1,49.99,42.49,15
ORD-10039,C0640,2023-01-14,in-store,Miami,P023,Mid-Century Dining Table,Furniture,product,2,599.99,1139.98,5
ORD-10040,C1241,2023-01-25,online,,P047,Jute Runner 2x8,Decor,product,1,79.99,79.99,0
ORD-10040,C1241,2023-01-25,online,,P042,Gallery Frame Set (5),Decor,product,1,49.99,49.99,0
ORD-10041,C1233,2023-01-22,online,,P016,Down Comforter (Queen),Bedding & Bath,product,1,199.99,199.99,0
ORD-10041,C1233,2023-01-22,online,,P029,Floating Wall Shelf Set (3),Furniture,product,1,79.99,79.99,0
ORD-10042,C0510,2023-01-11,online,,P006,Crystal Wine Glass Set (4),Kitchen & Dining,product,1,64.99,64.99,0
ORD-10042,C0510,2023-01-11,online,,S007,Delivery & Assembly — Standard,Services,service,1,79.00,79.00,0
ORD-10043,C0139,2023-01-17,in-store,Los Angeles,P050,Decorative Bookends (pair),Decor,product,1,34.99,33.24,5
ORD-10044,C0510,2023-01-27,in-store,Miami,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,1,34.99,34.99,0
ORD-10045,C0640,2023-01-16,in-store,Miami,P002,Stainless Steel Pot Set (5pc),Kitchen & Dining,product,2,189.99,379.98,0
ORD-10045,C0640,2023-01-16,in-store,Miami,P039,Beeswax Taper Candles (12),Lighting,product,1,29.99,29.99,0
ORD-10045,C0640,2023-01-16,in-store,Miami,P043,Oversized Wall Mirror,Decor,product,3,179.99,539.97,0
ORD-10046,C0485,2023-01-22,online,,P066,Bathroom Shelf Unit,Storage,product,1,69.99,69.99,0
ORD-10047,C0584,2023-01-02,online,,P026,Upholstered Dining Chair (2),Furniture,product,2,299.99,599.98,0
ORD-10048,C1250,2023-01-10,in-store,Portland,P054,Ceramic Planter Large,Outdoor & Garden,product,1,59.99,59.99,0
ORD-10049,C0139,2023-01-15,online,,P049,Chunky Knit Throw Blanket,Decor,product,1,69.99,69.99,0
ORD-10049,C0139,2023-01-15,online,,P050,Decorative Bookends (pair),Decor,product,3,34.99,104.97,0
ORD-10049,C0139,2023-01-15,online,,P049,Chunky Knit Throw Blanket,Decor,product,1,69.99,69.99,0
ORD-10050,C0715,2023-01-26,in-store,Nashville,P046,Hand-Woven Area Rug 5x7,Decor,product,1,249.99,249.99,0
ORD-10050,C0715,2023-01-26,in-store,Nashville,P037,Brass Wall Sconce (pair),Lighting,product,2,109.99,219.98,0
ORD-10051,C0780,2023-01-08,in-store,Denver,P066,Bathroom Shelf Unit,Storage,product,1,69.99,69.99,0
ORD-10052,C0780,2023-01-15,in-store,Nashville,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,2,44.99,89.98,0
ORD-10053,C0375,2023-01-18,online,,P006,Crystal Wine Glass Set (4),Kitchen & Dining,product,1,64.99,64.99,0
ORD-10054,C1233,2023-01-06,in-store,Austin,P029,Floating Wall Shelf Set (3),Furniture,product,1,79.99,79.99,0
ORD-10055,C1233,2023-01-05,online,,P059,Woven Storage Basket Set (4),Storage,product,2,54.99,109.98,0
ORD-10056,C1233,2023-01-04,in-store,Chicago,P038,Soy Candle Collection (3),Lighting,product,1,39.99,39.99,0
ORD-10057,C1019,2023-01-20,online,,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,1,44.99,40.49,10
ORD-10057,C1019,2023-01-20,online,,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,2,44.99,80.98,10
ORD-10057,C1019,2023-01-20,online,,P001,"Cast Iron Skillet 12""",Kitchen & Dining,product,2,49.99,89.98,10
ORD-10057,C1019,2023-01-20,online,,P042,Gallery Frame Set (5),Decor,product,1,49.99,44.99,10
ORD-10058,C1859,2023-01-19,online,,P040,LED String Lights,Lighting,product,1,19.99,19.99,0
ORD-10058,C1859,2023-01-19,online,,P023,Mid-Century Dining Table,Furniture,product,1,599.99,599.99,0
ORD-10058,C1859,2023-01-19,online,,P048,Throw Pillow Set (2),Decor,product,1,44.99,44.99,0
ORD-10059,C0873,2023-01-13,in-store,Chicago,P064,Stackable Pantry Bins (6),Storage,product,1,44.99,44.99,0
ORD-10059,C0873,2023-01-13,in-store,Chicago,P010,Wooden Serving Tray,Kitchen & Dining,product,1,39.99,39.99,0
ORD-10060,C1714,2023-01-21,in-store,Nashville,P016,Down Comforter (Queen),Bedding & Bath,product,1,199.99,189.99,5
ORD-10060,C1714,2023-01-21,in-store,Nashville,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,1,34.99,33.24,5
ORD-10060,C1714,2023-01-21,in-store,Nashville,P014,Linen Sheet Set (King),Bedding & Bath,product,1,179.99,170.99,5
ORD-10060,C1714,2023-01-21,in-store,Nashville,S003,Full Room Design Package,Services,service,1,499.00,474.05,5
ORD-10061,C1612,2023-01-13,in-store,Chicago,P062,Velvet Hangers (50-pack),Storage,product,3,29.99,89.97,0
ORD-10061,C1612,2023-01-13,in-store,Chicago,P021,Bamboo Bath Mat,Bedding & Bath,product,1,44.99,44.99,0
ORD-10062,C0139,2023-01-22,online,,P010,Wooden Serving Tray,Kitchen & Dining,product,1,39.99,39.99,0
ORD-10063,C0780,2023-01-08,in-store,New York,S005,Home Staging — Full Home,Services,service,1,1200.00,960.00,20
ORD-10063,C0780,2023-01-08,in-store,New York,P025,Marble Side Table,Furniture,product,1,199.99,159.99,20
ORD-10063,C0780,2023-01-08,in-store,New York,P044,Ceramic Vase Collection (3),Decor,product,1,59.99,47.99,20
ORD-10063,C0780,2023-01-08,in-store,New York,P003,Non-Stick Frying Pan,Kitchen & Dining,product,2,34.99,55.98,20
ORD-10064,C0628,2023-01-08,online,,P060,Seagrass Basket Large,Storage,product,2,39.99,79.98,0
ORD-10064,C0628,2023-01-08,online,,P019,Turkish Cotton Bath Towel Set (4),Bedding & Bath,product,2,79.99,159.98,0
ORD-10064,C0628,2023-01-08,online,,P009,Chef Knife Set (3pc),Kitchen & Dining,product,2,129.99,259.98,0
ORD-10065,C0873,2023-01-08,in-store,Chicago,P002,Stainless Steel Pot Set (5pc),Kitchen & Dining,product,2,189.99,379.98,0
ORD-10065,C0873,2023-01-08,in-store,Chicago,P029,Floating Wall Shelf Set (3),Furniture,product,1,79.99,79.99,0
ORD-10065,C0873,2023-01-08,in-store,Chicago,P013,Egyptian Cotton Sheet Set (Queen),Bedding & Bath,product,1,129.99,129.99,0
ORD-10067,C1250,2023-01-13,in-store,New York,P015,Microfiber Sheet Set (Full),Bedding & Bath,product,1,49.99,49.99,0
ORD-10067,C1250,2023-01-13,in-store,New York,P035,Rattan Pendant Light,Lighting,product,1,119.99,119.99,0
ORD-10067,C1250,2023-01-13,in-store,New York,P045,Dried Floral Arrangement,Decor,product,1,44.99,44.99,0
ORD-10067,C1250,2023-01-13,in-store,New York,P023,Mid-Century Dining Table,Furniture,product,2,599.99,1199.98,0
ORD-10068,C0640,2023-01-06,in-store,New York,P011,Espresso Machine,Kitchen & Dining,product,1,299.99,299.99,0
ORD-10068,C0640,2023-01-06,in-store,New York,P043,Oversized Wall Mirror,Decor,product,1,179.99,179.99,0
ORD-10068,C0640,2023-01-06,in-store,New York,P034,Ceramic Floor Lamp,Lighting,product,1,149.99,149.99,0
ORD-10068,C0640,2023-01-06,in-store,New York,P044,Ceramic Vase Collection (3),Decor,product,2,59.99,119.98,0
ORD-10069,C0584,2023-01-03,in-store,Miami,P001,"Cast Iron Skillet 12""",Kitchen & Dining,product,1,49.99,49.99,0
ORD-10070,C0686,2023-01-23,in-store,Los Angeles,P027,Rattan Accent Chair,Furniture,product,2,249.99,499.98,0
ORD-10070,C0686,2023-01-23,in-store,Los Angeles,S008,Delivery & Assembly — Premium,Services,service,1,149.00,149.00,0
ORD-10071,C0461,2023-01-20,in-store,Los Angeles,P017,Weighted Blanket 15lb,Bedding & Bath,product,1,89.99,89.99,0
ORD-10072,C1250,2023-01-27,online,,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,1,59.99,59.99,0
ORD-10072,C1250,2023-01-27,online,,S008,Delivery & Assembly — Premium,Services,service,1,149.00,149.00,0
ORD-10073,C1233,2023-01-26,in-store,Austin,S006,Personal Shopping Session,Services,service,1,150.00,150.00,0
ORD-10074,C1250,2023-01-26,in-store,Chicago,P056,Self-Watering Herb Garden,Outdoor & Garden,product,1,39.99,39.99,0
ORD-10074,C1250,2023-01-26,in-store,Chicago,P061,Modular Closet System,Storage,product,2,299.99,599.98,0
ORD-10075,C0584,2023-01-15,online,,P008,Bamboo Cutting Board,Kitchen & Dining,product,1,29.99,29.99,0
ORD-10075,C0584,2023-01-15,online,,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,2,34.99,69.98,0
ORD-10076,C0640,2023-01-06,in-store,Austin,P028,Velvet Armchair,Furniture,product,2,449.99,899.98,0
ORD-10076,C0640,2023-01-06,in-store,Austin,P010,Wooden Serving Tray,Kitchen & Dining,product,2,39.99,79.98,0
ORD-10078,C0640,2023-01-06,in-store,Chicago,P038,Soy Candle Collection (3),Lighting,product,1,39.99,39.99,0
ORD-10078,C0640,2023-01-06,in-store,Chicago,P006,Crystal Wine Glass Set (4),Kitchen & Dining,product,2,64.99,129.98,0
ORD-10078,C0640,2023-01-06,in-store,Chicago,S006,Personal Shopping Session,Services,service,1,150.00,150.00,0
ORD-10079,C1612,2023-01-14,online,,P037,Brass Wall Sconce (pair),Lighting,product,2,109.99,219.98,0
ORD-10079,C1612,2023-01-14,online,,S007,Delivery & Assembly — Standard,Services,service,1,79.00,79.00,0
ORD-10079,C1612,2023-01-14,online,,P006,Crystal Wine Glass Set (4),Kitchen & Dining,product,1,64.99,64.99,0
ORD-10080,C0715,2023-01-25,in-store,New York,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,2,59.99,119.98,0
ORD-10080,C0715,2023-01-25,in-store,New York,P010,Wooden Serving Tray,Kitchen & Dining,product,2,39.99,79.98,0
ORD-10080,C0715,2023-01-25,in-store,New York,S008,Delivery & Assembly — Premium,Services,service,1,149.00,149.00,0
ORD-10080,C0715,2023-01-25,in-store,New York,P019,Turkish Cotton Bath Towel Set (4),Bedding & Bath,product,1,79.99,79.99,0
ORD-10082,C0357,2023-01-21,in-store,Portland,P037,Brass Wall Sconce (pair),Lighting,product,2,109.99,219.98,0
ORD-10082,C0357,2023-01-21,in-store,Portland,P010,Wooden Serving Tray,Kitchen & Dining,product,1,39.99,39.99,0
ORD-10083,C1154,2023-01-05,in-store,Miami,P035,Rattan Pendant Light,Lighting,product,1,119.99,119.99,0
ORD-10083,C1154,2023-01-05,in-store,Miami,P010,Wooden Serving Tray,Kitchen & Dining,product,1,39.99,39.99,0
ORD-10083,C1154,2023-01-05,in-store,Miami,P042,Gallery Frame Set (5),Decor,product,1,49.99,49.99,0
ORD-10084,C0510,2023-01-19,in-store,Chicago,P034,Ceramic Floor Lamp,Lighting,product,3,149.99,449.97,0
ORD-10084,C0510,2023-01-19,in-store,Chicago,P043,Oversized Wall Mirror,Decor,product,1,179.99,179.99,0
ORD-10084,C0510,2023-01-19,in-store,Chicago,P025,Marble Side Table,Furniture,product,1,199.99,199.99,0
ORD-10084,C0510,2023-01-19,in-store,Chicago,S006,Personal Shopping Session,Services,service,1,150.00,150.00,0
ORD-10085,C0873,2023-01-08,in-store,New York,P047,Jute Runner 2x8,Decor,product,1,79.99,71.99,10
ORD-10086,C1241,2023-01-22,online,,P044,Ceramic Vase Collection (3),Decor,product,2,59.99,119.98,0
ORD-10087,C1894,2023-01-17,in-store,Chicago,P028,Velvet Armchair,Furniture,product,1,449.99,449.99,0
ORD-10087,C1894,2023-01-17,in-store,Chicago,P027,Rattan Accent Chair,Furniture,product,2,249.99,499.98,0
ORD-10087,C1894,2023-01-17,in-store,Chicago,P065,Entryway Coat Rack,Storage,product,1,89.99,89.99,0
ORD-10088,C0764,2023-01-24,in-store,Portland,P031,Writing Desk,Furniture,product,1,279.99,279.99,0
ORD-10088,C0764,2023-01-24,in-store,Portland,P063,Kitchen Drawer Organizer Set,Storage,product,1,34.99,34.99,0
ORD-10088,C0764,2023-01-24,in-store,Portland,S007,Delivery & Assembly — Standard,Services,service,1,79.00,79.00,0
ORD-10089,C0640,2023-01-20,online,,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,1,59.99,56.99,5
ORD-10090,C0640,2023-01-08,in-store,Nashville,S008,Delivery & Assembly — Premium,Services,service,1,149.00,141.55,5
ORD-10090,C0640,2023-01-08,in-store,Nashville,P012,Stand Mixer,Kitchen & Dining,product,1,349.99,332.49,5
ORD-10090,C0640,2023-01-08,in-store,Nashville,P013,Egyptian Cotton Sheet Set (Queen),Bedding & Bath,product,1,129.99,123.49,5
ORD-10090,C0640,2023-01-08,in-store,Nashville,P012,Stand Mixer,Kitchen & Dining,product,1,349.99,332.49,5
ORD-10091,C0510,2023-01-13,in-store,Nashville,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,2,59.99,119.98,0
ORD-10091,C0510,2023-01-13,in-store,Nashville,P035,Rattan Pendant Light,Lighting,product,1,119.99,119.99,0
ORD-10092,C0954,2023-01-27,in-store,Chicago,S007,Delivery & Assembly — Standard,Services,service,1,79.00,79.00,0
ORD-10093,C0357,2023-01-15,in-store,Denver,P030,Bookcase 5-Tier,Furniture,product,1,189.99,170.99,10
ORD-10094,C1233,2023-01-20,online,,P053,Outdoor Umbrella 9ft,Outdoor & Garden,product,2,129.99,233.98,10
ORD-10094,C1233,2023-01-20,online,,P058,Copper Watering Can,Outdoor & Garden,product,2,49.99,89.98,10
ORD-10095,C0640,2023-01-05,in-store,Chicago,P063,Kitchen Drawer Organizer Set,Storage,product,1,34.99,34.99,0
ORD-10096,C1154,2023-01-05,in-store,Austin,P001,"Cast Iron Skillet 12""",Kitchen & Dining,product,2,49.99,99.98,0
ORD-10096,C1154,2023-01-05,in-store,Austin,P015,Microfiber Sheet Set (Full),Bedding & Bath,product,2,49.99,99.98,0
ORD-10096,C1154,2023-01-05,in-store,Austin,P066,Bathroom Shelf Unit,Storage,product,3,69.99,209.97,0
ORD-10097,C0584,2023-01-03,in-store,Miami,P014,Linen Sheet Set (King),Bedding & Bath,product,1,179.99,179.99,0
ORD-10097,C0584,2023-01-03,in-store,Miami,P045,Dried Floral Arrangement,Decor,product,2,44.99,89.98,0
ORD-10097,C0584,2023-01-03,in-store,Miami,P066,Bathroom Shelf Unit,Storage,product,2,69.99,139.98,0
ORD-10097,C0584,2023-01-03,in-store,Miami,P028,Velvet Armchair,Furniture,product,2,449.99,899.98,0
ORD-10098,C1281,2023-01-22,in-store,Miami,P026,Upholstered Dining Chair (2),Furniture,product,3,299.99,899.97,0
ORD-10098,C1281,2023-01-22,in-store,Miami,S010,Seasonal Decor Refresh,Services,service,1,250.00,250.00,0
ORD-10098,C1281,2023-01-22,in-store,Miami,P045,Dried Floral Arrangement,Decor,product,1,44.99,44.99,0
ORD-10099,C1859,2023-01-10,in-store,Portland,P023,Mid-Century Dining Table,Furniture,product,1,599.99,569.99,5
ORD-10100,C0835,2023-01-22,in-store,Portland,P022,Ceramic Soap Dispenser Set,Bedding & Bath,product,2,24.99,49.98,0
ORD-10101,C0584,2023-01-10,in-store,Portland,P054,Ceramic Planter Large,Outdoor & Garden,product,1,59.99,59.99,0
ORD-10102,C1019,2023-01-11,in-store,Denver,P060,Seagrass Basket Large,Storage,product,1,39.99,35.99,10
ORD-10103,C0584,2023-01-03,in-store,Denver,P024,Farmhouse Coffee Table,Furniture,product,1,349.99,349.99,0
ORD-10103,C0584,2023-01-03,in-store,Denver,P033,Brass Table Lamp,Lighting,product,2,89.99,179.98,0
ORD-10104,C1241,2023-01-14,in-store,Miami,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,2,44.99,89.98,0
ORD-10104,C1241,2023-01-14,in-store,Miami,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,1,59.99,59.99,0
ORD-10105,C0584,2023-01-17,in-store,Los Angeles,P062,Velvet Hangers (50-pack),Storage,product,2,29.99,59.98,0
ORD-10105,C0584,2023-01-17,in-store,Los Angeles,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,2,44.99,89.98,0
ORD-10106,C0628,2023-01-17,in-store,New York,P010,Wooden Serving Tray,Kitchen & Dining,product,1,39.99,39.99,0
ORD-10107,C1612,2023-01-16,in-store,Portland,P023,Mid-Century Dining Table,Furniture,product,2,599.99,1199.98,0
ORD-10107,C1612,2023-01-16,in-store,Portland,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,1,59.99,59.99,0
ORD-10107,C1612,2023-01-16,in-store,Portland,P048,Throw Pillow Set (2),Decor,product,1,44.99,44.99,0
ORD-10107,C1612,2023-01-16,in-store,Portland,P003,Non-Stick Frying Pan,Kitchen & Dining,product,1,34.99,34.99,0
ORD-10108,C0640,2023-01-06,in-store,Los Angeles,P018,Memory Foam Pillow (2-pack),Bedding & Bath,product,1,69.99,69.99,0
ORD-10109,C0584,2023-01-02,in-store,Miami,S002,Interior Design Consultation (2hr),Services,service,1,299.00,299.00,0
ORD-10109,C0584,2023-01-02,in-store,Miami,P013,Egyptian Cotton Sheet Set (Queen),Bedding & Bath,product,2,129.99,259.98,0
ORD-10109,C0584,2023-01-02,in-store,Miami,P037,Brass Wall Sconce (pair),Lighting,product,1,109.99,109.99,0
ORD-10109,C0584,2023-01-02,in-store,Miami,P025,Marble Side Table,Furniture,product,2,199.99,399.98,0
ORD-10109,C0584,2023-01-02,in-store,Miami,P064,Stackable Pantry Bins (6),Storage,product,1,44.99,44.99,0
ORD-10110,C1233,2023-01-09,in-store,Los Angeles,P007,Handblown Tumbler Set (6),Kitchen & Dining,product,1,54.99,54.99,0
ORD-10110,C1233,2023-01-09,in-store,Los Angeles,S006,Personal Shopping Session,Services,service,1,150.00,150.00,0
ORD-10111,C0357,2023-01-25,in-store,Los Angeles,P061,Modular Closet System,Storage,product,1,299.99,269.99,10
ORD-10111,C0357,2023-01-25,in-store,Los Angeles,S003,Full Room Design Package,Services,service,1,499.00,449.10,10
ORD-10111,C0357,2023-01-25,in-store,Los Angeles,P009,Chef Knife Set (3pc),Kitchen & Dining,product,1,129.99,116.99,10
ORD-10112,C0686,2023-01-16,in-store,Los Angeles,P016,Down Comforter (Queen),Bedding & Bath,product,1,199.99,199.99,0
